"Date","Site.Name","PM2.5","Ozone"
2020-02-19,"Mendenhall School",22.5,NA
2020-02-19,"Millbrook School",36.75,28
2020-02-19,"Pitt Agri. Center",24.3333333333333,NA
2020-02-19,"West Johnston Co.",35,NA
2020-02-20,"Bryson City",23.5,37
2020-02-20,"Castle Hayne",4,35
2020-02-20,"Clemmons Middle",40,NA
2020-02-20,"Durham Armory",29.3333333333333,32
2020-02-20,"Frying Pan Mountain",0,40
2020-02-20,"Garinger High School",18.25,25.5
2020-02-20,"Hattie Avenue",27.75,NA
2020-02-20,"Leggett",23,34
2020-02-20,"Linville Falls",3,30
2020-02-20,"Mendenhall School",23.5,NA
2020-02-20,"Millbrook School",30.5,24
2020-02-20,"Pitt Agri. Center",19.3333333333333,NA
2020-02-20,"West Johnston Co.",33.5,NA
2020-02-21,"Bryson City",24,15
2020-02-21,"Castle Hayne",13,22
2020-02-21,"Clemmons Middle",35.5,NA
2020-02-21,"Durham Armory",26.5,18
2020-02-21,"Frying Pan Mountain",NA,30
2020-02-21,"Garinger High School",23,20.5
2020-02-21,"Hattie Avenue",31,NA
2020-02-21,"Leggett",18.5,19
2020-02-21,"Linville Falls",NA,22
2020-02-21,"Mendenhall School",20.5,NA
2020-02-21,"Millbrook School",39.6666666666667,15.5
2020-02-21,"Pitt Agri. Center",22.5,NA
2020-02-21,"West Johnston Co.",24,19
2020-02-22,"Bryson City",25,31
2020-02-22,"Castle Hayne",11,35
2020-02-22,"Clemmons Middle",35,NA
2020-02-22,"Durham Armory",33,33
2020-02-22,"Frying Pan Mountain",20,41
2020-02-22,"Garinger High School",21.5,27.5
2020-02-22,"Hattie Avenue",30.3333333333333,NA
2020-02-22,"Leggett",15,35
2020-02-22,"Linville Falls",33,37
2020-02-22,"Mendenhall School",23,NA
2020-02-22,"Millbrook School",33.25,27.5
2020-02-22,"Pitt Agri. Center",24.6666666666667,NA
2020-02-22,"West Johnston Co.",21.5,36
2020-02-23,"Bryson City",34,28
2020-02-23,"Castle Hayne",4.5,35
2020-02-23,"Clemmons Middle",40,NA
2020-02-23,"Durham Armory",27.6666666666667,32
2020-02-23,"Frying Pan Mountain",4,34
2020-02-23,"Garinger High School",15,32.5
2020-02-23,"Hattie Avenue",25.3333333333333,NA
2020-02-23,"Leggett",19.5,35
2020-02-23,"Linville Falls",1,38
2020-02-23,"Mendenhall School",32,NA
2020-02-23,"Millbrook School",25.5,25
2020-02-23,"Pitt Agri. Center",17.3333333333333,NA
2020-02-23,"West Johnston Co.",31,34
2020-02-24,"Bryson City",32,43
2020-02-24,"Castle Hayne",5.5,41
2020-02-24,"Clemmons Middle",37,NA
2020-02-24,"Durham Armory",32.5,42
2020-02-24,"Garinger High School",22,36.5
2020-02-24,"Hattie Avenue",34,NA
2020-02-24,"Leggett",19,41
2020-02-24,"Linville Falls",NA,43
2020-02-24,"Mendenhall School",27,44
2020-02-24,"Millbrook School",29.3333333333333,35.5
2020-02-24,"Pitt Agri. Center",19.5,NA
2020-02-24,"West Johnston Co.",23.5,42
2020-02-25,"Bryson City",19,42
2020-02-25,"Castle Hayne",4,NA
2020-02-25,"Clemmons Middle",25.5,NA
2020-02-25,"Durham Armory",25.3333333333333,42
2020-02-25,"Frying Pan Mountain",10,44
2020-02-25,"Garinger High School",18.75,33.5
2020-02-25,"Hattie Avenue",26,NA
2020-02-25,"Leggett",9,43
2020-02-25,"Linville Falls",17,42
2020-02-25,"Mendenhall School",16.5,43
2020-02-25,"Millbrook School",24.5,37.5
2020-02-25,"Pitt Agri. Center",12.3333333333333,NA
2020-02-25,"West Johnston Co.",21,44
2020-02-26,"Bryson City",24,NA
2020-02-26,"Castle Hayne",9.5,44
2020-02-26,"Clemmons Middle",24.3333333333333,NA
2020-02-26,"Durham Armory",32,39
2020-02-26,"Frying Pan Mountain",11,45
2020-02-26,"Garinger High School",27.25,43
2020-02-26,"Hattie Avenue",25,NA
2020-02-26,"Leggett",13,45
2020-02-26,"Linville Falls",11,44
2020-02-26,"Mendenhall School",19,44
2020-02-26,"Millbrook School",33.25,35.5
2020-02-26,"Pitt Agri. Center",22.3333333333333,NA
2020-02-26,"West Johnston Co.",20,NA
2020-02-27,"Bryson City",33,42
2020-02-27,"Castle Hayne",4,41
2020-02-27,"Clemmons Middle",45.5,NA
2020-02-27,"Durham Armory",40.5,26
2020-02-27,"Frying Pan Mountain",NA,44
2020-02-27,"Garinger High School",44,31
2020-02-27,"Hattie Avenue",36,NA
2020-02-27,"Leggett",21,22
2020-02-27,"Linville Falls",NA,41
2020-02-27,"Mendenhall School",27,28
2020-02-27,"Millbrook School",47.6666666666667,32
2020-02-27,"Pitt Agri. Center",27.5,29
2020-02-27,"West Johnston Co.",30,NA
2020-02-28,"Bryson City",44,21
2020-02-28,"Castle Hayne",19.5,39
2020-02-28,"Clemmons Middle",56,41
2020-02-28,"Durham Armory",45.6666666666667,36
2020-02-28,"Frying Pan Mountain",NA,44
2020-02-28,"Garinger High School",47.5,30
2020-02-28,"Hattie Avenue",44.3333333333333,NA
2020-02-28,"Leggett",42.5,37
2020-02-28,"Linville Falls",15,43
2020-02-28,"Mendenhall School",44.5,44
2020-02-28,"Millbrook School",48.5,32
2020-02-28,"Pitt Agri. Center",27,38
2020-02-28,"West Johnston Co.",43.5,NA
2020-03-01,"Bryson City",35,30.5
2020-03-01,"Castle Hayne",16,34
2020-03-01,"Clemmons Middle",35.5,31.5
2020-03-01,"Durham Armory",36.6666666666667,31
2020-03-01,"Frying Pan Mountain",NA,39
2020-03-01,"Garinger High School",26.5,27.5
2020-03-01,"Hattie Avenue",25,32.5
2020-03-01,"Leggett",27.5,29
2020-03-01,"Linville Falls",NA,33.5
2020-03-01,"Mendenhall School",26,33.5
2020-03-01,"Millbrook School",39.75,30
2020-03-01,"Pitt Agri. Center",27,30
2020-03-01,"West Johnston Co.",35,29.5
2020-03-02,"Bryson City",19.5,37.5
2020-03-02,"Castle Hayne",8,35
2020-03-02,"Clemmons Middle",21.5,36.5
2020-03-02,"Durham Armory",23.5,37.5
2020-03-02,"Frying Pan Mountain",NA,43.5
2020-03-02,"Garinger High School",18.3333333333333,34.5
2020-03-02,"Hattie Avenue",15.5,36.5
2020-03-02,"Leggett",4.5,35
2020-03-02,"Linville Falls",NA,34
2020-03-02,"Mendenhall School",11.5,40.5
2020-03-02,"Millbrook School",21.3333333333333,38
2020-03-02,"Pitt Agri. Center",9,36
2020-03-02,"West Johnston Co.",7,38
2020-03-03,"Bryson City",28,32.5
2020-03-03,"Castle Hayne",8,39.5
2020-03-03,"Clemmons Middle",29,33
2020-03-03,"Durham Armory",23.3333333333333,35.5
2020-03-03,"Frying Pan Mountain",NA,39
2020-03-03,"Garinger High School",17.75,28.5
2020-03-03,"Hattie Avenue",14.75,33.5
2020-03-03,"Leggett",17,36.5
2020-03-03,"Linville Falls",NA,25
2020-03-03,"Mendenhall School",18.5,35.5
2020-03-03,"Millbrook School",28.5,36
2020-03-03,"Pitt Agri. Center",17.3333333333333,37
2020-03-03,"West Johnston Co.",17.5,36
2020-03-04,"Bryson City",25,39.5
2020-03-04,"Castle Hayne",9,34.5
2020-03-04,"Clemmons Middle",20.3333333333333,42.5
2020-03-04,"Durham Armory",31.6666666666667,42.5
2020-03-04,"Frying Pan Mountain",NA,42.5
2020-03-04,"Garinger High School",21.5,40
2020-03-04,"Hattie Avenue",18.3333333333333,43
2020-03-04,"Leggett",18,38
2020-03-04,"Linville Falls",NA,38
2020-03-04,"Mendenhall School",20,42.5
2020-03-04,"Millbrook School",24.3333333333333,41.5
2020-03-04,"Pitt Agri. Center",26.6666666666667,38
2020-03-04,"West Johnston Co.",22.5,37.5
2020-03-05,"Bryson City",41,43
2020-03-05,"Castle Hayne",13.5,37.5
2020-03-05,"Clemmons Middle",25,42
2020-03-05,"Durham Armory",32.5,39.5
2020-03-05,"Frying Pan Mountain",NA,44
2020-03-05,"Garinger High School",24.6666666666667,41
2020-03-05,"Hattie Avenue",20.5,41
2020-03-05,"Leggett",11.5,38.5
2020-03-05,"Linville Falls",NA,42.5
2020-03-05,"Mendenhall School",14,42.5
2020-03-05,"Millbrook School",32.3333333333333,40
2020-03-05,"Pitt Agri. Center",21,37.5
2020-03-05,"West Johnston Co.",28,39
2020-03-06,"Bryson City",44.5,40.5
2020-03-06,"Castle Hayne",15.5,42
2020-03-06,"Clemmons Middle",27.5,34.5
2020-03-06,"Durham Armory",34,32
2020-03-06,"Frying Pan Mountain",NA,45
2020-03-06,"Garinger High School",39,30.5
2020-03-06,"Hattie Avenue",22.5,35.5
2020-03-06,"Leggett",13,37
2020-03-06,"Linville Falls",44,40.5
2020-03-06,"Mendenhall School",20.5,34.5
2020-03-06,"Millbrook School",33.25,33.5
2020-03-06,"Pitt Agri. Center",21.6666666666667,38.5
2020-03-06,"West Johnston Co.",35,35.5
2020-03-07,"Bryson City",27.5,41
2020-03-07,"Castle Hayne",24.5,42
2020-03-07,"Clemmons Middle",39,37.5
2020-03-07,"Durham Armory",37,36.5
2020-03-07,"Frying Pan Mountain",NA,47
2020-03-07,"Garinger High School",29,36.5
2020-03-07,"Hattie Avenue",30.6666666666667,37
2020-03-07,"Leggett",12,39
2020-03-07,"Linville Falls",NA,41
2020-03-07,"Mendenhall School",24,38.5
2020-03-07,"Millbrook School",38.5,37
2020-03-07,"Pitt Agri. Center",25.3333333333333,39.5
2020-03-07,"West Johnston Co.",22.5,38
2020-03-08,"Bryson City",34,35
2020-03-08,"Castle Hayne",18,43
2020-03-08,"Clemmons Middle",46,35.5
2020-03-08,"Durham Armory",40.5,36
2020-03-08,"Frying Pan Mountain",NA,44
2020-03-08,"Garinger High School",43.6666666666667,33
2020-03-08,"Hattie Avenue",40.5,34
2020-03-08,"Leggett",15,37.5
2020-03-08,"Linville Falls",NA,40
2020-03-08,"Mendenhall School",20,36.5
2020-03-08,"Millbrook School",42.6666666666667,36.5
2020-03-08,"Pitt Agri. Center",23,38.5
2020-03-08,"West Johnston Co.",28,38
2020-03-09,"Bryson City",36.5,38.5
2020-03-09,"Castle Hayne",21.5,44
2020-03-09,"Clemmons Middle",47,32
2020-03-09,"Durham Armory",36.3333333333333,34
2020-03-09,"Frying Pan Mountain",NA,34
2020-03-09,"Garinger High School",42,33.5
2020-03-09,"Hattie Avenue",32.25,33
2020-03-09,"Leggett",21,40
2020-03-09,"Linville Falls",18,39.5
2020-03-09,"Mendenhall School",37,33
2020-03-09,"Millbrook School",41.75,38.5
2020-03-09,"Pitt Agri. Center",23,41.5
2020-03-09,"West Johnston Co.",30.5,38.5
2020-03-10,"Bryson City",45,37.5
2020-03-10,"Castle Hayne",37,37
2020-03-10,"Clemmons Middle",41,33.5
2020-03-10,"Durham Armory",50,25
2020-03-10,"Frying Pan Mountain",NA,48
2020-03-10,"Garinger High School",46.5,26.5
2020-03-10,"Hattie Avenue",38.6666666666667,31.5
2020-03-10,"Leggett",46,34.5
2020-03-10,"Linville Falls",NA,46
2020-03-10,"Mendenhall School",45,33
2020-03-10,"Millbrook School",50.75,34.5
2020-03-10,"Pitt Agri. Center",41.3333333333333,39
2020-03-10,"West Johnston Co.",58.5,36.5
2020-03-11,"Bryson City",38.5,30
2020-03-11,"Castle Hayne",24.5,41
2020-03-11,"Clemmons Middle",47.5,35
2020-03-11,"Durham Armory",44,36
2020-03-11,"Frying Pan Mountain",NA,45
2020-03-11,"Garinger High School",41.3333333333333,32
2020-03-11,"Hattie Avenue",41,36.5
2020-03-11,"Leggett",39,38
2020-03-11,"Linville Falls",NA,42
2020-03-11,"Mendenhall School",36,37.5
2020-03-11,"Millbrook School",36.3333333333333,37
2020-03-11,"Pitt Agri. Center",26,39.5
2020-03-11,"West Johnston Co.",36,37.5
2020-03-12,"Bryson City",23,43
2020-03-12,"Castle Hayne",24.5,40.5
2020-03-12,"Clemmons Middle",31,42
2020-03-12,"Durham Armory",32.6666666666667,40.5
2020-03-12,"Frying Pan Mountain",NA,48
2020-03-12,"Garinger High School",18.5,39
2020-03-12,"Hattie Avenue",28,43.5
2020-03-12,"Leggett",18.5,38.5
2020-03-12,"Linville Falls",10,45.5
2020-03-12,"Mendenhall School",25,43.5
2020-03-12,"Millbrook School",28.75,45
2020-03-12,"Pitt Agri. Center",19.6666666666667,39
2020-03-12,"West Johnston Co.",29.5,39
2020-03-13,"Bryson City",37.5,45
2020-03-13,"Castle Hayne",15,47
2020-03-13,"Clemmons Middle",32.5,46
2020-03-13,"Durham Armory",36,44.5
2020-03-13,"Frying Pan Mountain",NA,54
2020-03-13,"Garinger High School",33.75,45.5
2020-03-13,"Hattie Avenue",29.6666666666667,46
2020-03-13,"Leggett",21.5,46
2020-03-13,"Linville Falls",NA,47
2020-03-13,"Mendenhall School",31.5,47.5
2020-03-13,"Millbrook School",35.75,45.5
2020-03-13,"Pitt Agri. Center",22.6666666666667,47
2020-03-13,"West Johnston Co.",30,45.5
2020-03-14,"Bryson City",26,42
2020-03-14,"Castle Hayne",14.5,47
2020-03-14,"Clemmons Middle",31.5,45
2020-03-14,"Durham Armory",43,46
2020-03-14,"Frying Pan Mountain",NA,41
2020-03-14,"Garinger High School",29,45
2020-03-14,"Hattie Avenue",27.5,45
2020-03-14,"Leggett",20,46.5
2020-03-14,"Linville Falls",NA,42.5
2020-03-14,"Mendenhall School",25,46.5
2020-03-14,"Millbrook School",33.3333333333333,46.5
2020-03-14,"Pitt Agri. Center",21,46.5
2020-03-14,"West Johnston Co.",21.5,46
2020-03-15,"Bryson City",34,52.5
2020-03-15,"Castle Hayne",17,45.5
2020-03-15,"Clemmons Middle",41,49
2020-03-15,"Durham Armory",38.3333333333333,42.5
2020-03-15,"Frying Pan Mountain",23,54
2020-03-15,"Garinger High School",28.25,39.5
2020-03-15,"Hattie Avenue",34.25,49.5
2020-03-15,"Leggett",28.5,45
2020-03-15,"Linville Falls",30,42
2020-03-15,"Mendenhall School",33.5,48
2020-03-15,"Millbrook School",36,43
2020-03-15,"Pitt Agri. Center",27,46
2020-03-15,"West Johnston Co.",36,45.5
2020-03-16,"Bryson City",43,54
2020-03-16,"Castle Hayne",34.5,56
2020-03-16,"Clemmons Middle",25,46.5
2020-03-16,"Durham Armory",29,46
2020-03-16,"Frying Pan Mountain",NA,47
2020-03-16,"Garinger High School",30,55.5
2020-03-16,"Hattie Avenue",23,46
2020-03-16,"Leggett",18,46.5
2020-03-16,"Linville Falls",NA,52.5
2020-03-16,"Mendenhall School",24,49
2020-03-16,"Millbrook School",34.25,47
2020-03-16,"Pitt Agri. Center",24.3333333333333,46.5
2020-03-16,"West Johnston Co.",37,49
2020-03-17,"Bryson City",44,45
2020-03-17,"Castle Hayne",28.5,43
2020-03-17,"Clemmons Middle",34,47.5
2020-03-17,"Durham Armory",42.5,44.5
2020-03-17,"Frying Pan Mountain",NA,48.5
2020-03-17,"Garinger High School",30,44.5
2020-03-17,"Hattie Avenue",29.5,48
2020-03-17,"Leggett",26,44.5
2020-03-17,"Linville Falls",NA,48
2020-03-17,"Mendenhall School",33.5,53.5
2020-03-17,"Millbrook School",45,45
2020-03-17,"Pitt Agri. Center",30,44.5
2020-03-17,"West Johnston Co.",40.5,44
2020-03-18,"Bryson City",35,44
2020-03-18,"Castle Hayne",36,46
2020-03-18,"Clemmons Middle",32,45
2020-03-18,"Durham Armory",34,44.5
2020-03-18,"Frying Pan Mountain",21,46
2020-03-18,"Garinger High School",27.5,45
2020-03-18,"Hattie Avenue",25.6666666666667,45
2020-03-18,"Leggett",17,43.5
2020-03-18,"Linville Falls",23,44
2020-03-18,"Mendenhall School",25,45.5
2020-03-18,"Millbrook School",40,45
2020-03-18,"Pitt Agri. Center",23.3333333333333,45.5
2020-03-18,"West Johnston Co.",29,46
2020-03-19,"Bryson City",39,42.5
2020-03-19,"Castle Hayne",9,44.5
2020-03-19,"Clemmons Middle",38.5,45
2020-03-19,"Durham Armory",33.6666666666667,44.5
2020-03-19,"Frying Pan Mountain",NA,45.5
2020-03-19,"Garinger High School",28.75,44
2020-03-19,"Hattie Avenue",28.6666666666667,46
2020-03-19,"Leggett",24.5,42
2020-03-19,"Linville Falls",NA,45
2020-03-19,"Mendenhall School",32.5,46.5
2020-03-19,"Millbrook School",39.75,44
2020-03-19,"Pitt Agri. Center",25,44.5
2020-03-19,"West Johnston Co.",35,45
2020-03-20,"Bryson City",25,43.5
2020-03-20,"Castle Hayne",8,36.5
2020-03-20,"Clemmons Middle",32.5,41
2020-03-20,"Durham Armory",31.5,38
2020-03-20,"Frying Pan Mountain",NA,57.5
2020-03-20,"Garinger High School",29.6666666666667,39
2020-03-20,"Hattie Avenue",27.5,47
2020-03-20,"Leggett",16,37.5
2020-03-20,"Linville Falls",NA,46
2020-03-20,"Mendenhall School",21.5,42
2020-03-20,"Millbrook School",37,37
2020-03-20,"Pitt Agri. Center",21,36
2020-03-20,"West Johnston Co.",7,37
2020-03-21,"Bryson City",35,41
2020-03-21,"Castle Hayne",7,36.5
2020-03-21,"Clemmons Middle",31,35
2020-03-21,"Durham Armory",23.6666666666667,37.5
2020-03-21,"Frying Pan Mountain",4,57
2020-03-21,"Garinger High School",22.25,41
2020-03-21,"Hattie Avenue",17.75,41.5
2020-03-21,"Leggett",8.5,35
2020-03-21,"Linville Falls",5,47
2020-03-21,"Mendenhall School",15.5,41
2020-03-21,"Millbrook School",22,38
2020-03-21,"Pitt Agri. Center",10,38
2020-03-21,"West Johnston Co.",9.5,37.5
2020-03-22,"Bryson City",29,46
2020-03-22,"Castle Hayne",13,44
2020-03-22,"Clemmons Middle",21,45.5
2020-03-22,"Durham Armory",21,43
2020-03-22,"Frying Pan Mountain",NA,48
2020-03-22,"Garinger High School",18.5,44.5
2020-03-22,"Hattie Avenue",19.6666666666667,45
2020-03-22,"Leggett",14.5,43.5
2020-03-22,"Linville Falls",NA,49
2020-03-22,"Mendenhall School",13,45
2020-03-22,"Millbrook School",25.75,43
2020-03-22,"Pitt Agri. Center",18.3333333333333,44
2020-03-22,"West Johnston Co.",12.5,43.5
2020-03-23,"Bryson City",31,47
2020-03-23,"Castle Hayne",18,47.5
2020-03-23,"Clemmons Middle",19,48
2020-03-23,"Durham Armory",34,47
2020-03-23,"Frying Pan Mountain",NA,59.5
2020-03-23,"Garinger High School",25.3333333333333,49
2020-03-23,"Hattie Avenue",18,48
2020-03-23,"Leggett",12.5,46
2020-03-23,"Linville Falls",NA,51.5
2020-03-23,"Mendenhall School",21.5,49.5
2020-03-23,"Millbrook School",27,48
2020-03-23,"Pitt Agri. Center",16,46.5
2020-03-23,"West Johnston Co.",23,48
2020-03-24,"Bryson City",46,55.5
2020-03-24,"Castle Hayne",23,52.5
2020-03-24,"Clemmons Middle",49.5,52
2020-03-24,"Durham Armory",33,51
2020-03-24,"Frying Pan Mountain",23,67
2020-03-24,"Garinger High School",37.5,50
2020-03-24,"Hattie Avenue",38.3333333333333,54
2020-03-24,"Leggett",18,49
2020-03-24,"Linville Falls",21,58.5
2020-03-24,"Mendenhall School",38,59
2020-03-24,"Millbrook School",38,53.5
2020-03-24,"Pitt Agri. Center",23.6666666666667,49.5
2020-03-24,"West Johnston Co.",46,51
2020-03-25,"Bryson City",40,36.5
2020-03-25,"Castle Hayne",7,49
2020-03-25,"Clemmons Middle",43,45
2020-03-25,"Durham Armory",36,44
2020-03-25,"Frying Pan Mountain",NA,50
2020-03-25,"Garinger High School",42.3333333333333,44
2020-03-25,"Hattie Avenue",43,44
2020-03-25,"Leggett",27,48
2020-03-25,"Linville Falls",NA,44
2020-03-25,"Mendenhall School",35,46
2020-03-25,"Millbrook School",42.25,47
2020-03-25,"Pitt Agri. Center",27,48
2020-03-25,"West Johnston Co.",28.5,46.5
2020-03-26,"Bryson City",24,42.5
2020-03-26,"Castle Hayne",13,43.5
2020-03-26,"Clemmons Middle",34,42.5
2020-03-26,"Durham Armory",23,42.5
2020-03-26,"Frying Pan Mountain",NA,44
2020-03-26,"Garinger High School",29.5,43.5
2020-03-26,"Hattie Avenue",29,43.5
2020-03-26,"Leggett",18,43.5
2020-03-26,"Linville Falls",NA,39
2020-03-26,"Mendenhall School",23,44
2020-03-26,"Millbrook School",38,44
2020-03-26,"Pitt Agri. Center",25.5,43.5
2020-03-26,"West Johnston Co.",26,44
2020-03-27,"Bryson City",28,39
2020-03-27,"Castle Hayne",16,38
2020-03-27,"Clemmons Middle",28.5,42.5
2020-03-27,"Durham Armory",23.6666666666667,39.5
2020-03-27,"Frying Pan Mountain",7,46.5
2020-03-27,"Garinger High School",30.3333333333333,40.5
2020-03-27,"Hattie Avenue",26,42.5
2020-03-27,"Leggett",19,40
2020-03-27,"Linville Falls",18,44.5
2020-03-27,"Mendenhall School",23.5,43
2020-03-27,"Millbrook School",33.25,39
2020-03-27,"Pitt Agri. Center",24,40.5
2020-03-27,"West Johnston Co.",23,39
2020-03-28,"Bryson City",39,41.5
2020-03-28,"Castle Hayne",17.5,44
2020-03-28,"Clemmons Middle",52,52.5
2020-03-28,"Durham Armory",28,46.5
2020-03-28,"Frying Pan Mountain",NA,53
2020-03-28,"Garinger High School",38,48
2020-03-28,"Hattie Avenue",38.6666666666667,48
2020-03-28,"Leggett",16,48
2020-03-28,"Linville Falls",NA,50
2020-03-28,"Mendenhall School",35,51.5
2020-03-28,"Millbrook School",38,46
2020-03-28,"Pitt Agri. Center",31.5,42
2020-03-28,"West Johnston Co.",35,45
2020-03-29,"Bryson City",40.5,47.5
2020-03-29,"Castle Hayne",6,46.5
2020-03-29,"Clemmons Middle",57,62.5
2020-03-29,"Durham Armory",51,55
2020-03-29,"Frying Pan Mountain",NA,54.5
2020-03-29,"Garinger High School",45,56
2020-03-29,"Hattie Avenue",51,63
2020-03-29,"Leggett",33,51.5
2020-03-29,"Linville Falls",NA,53.5
2020-03-29,"Mendenhall School",51.5,67.5
2020-03-29,"Millbrook School",55,55.5
2020-03-29,"Pitt Agri. Center",25.5,44
2020-03-29,"West Johnston Co.",38,50.5
2020-03-30,"Bryson City",31.5,46.5
2020-03-30,"Castle Hayne",14,44
2020-03-30,"Clemmons Middle",49,47
2020-03-30,"Durham Armory",37,47
2020-03-30,"Frying Pan Mountain",4,47
2020-03-30,"Garinger High School",36.25,46
2020-03-30,"Hattie Avenue",32.3333333333333,47
2020-03-30,"Leggett",26.5,43
2020-03-30,"Linville Falls",7,46
2020-03-30,"Mendenhall School",37,55.5
2020-03-30,"Millbrook School",37.5,45
2020-03-30,"Pitt Agri. Center",27,44
2020-03-30,"West Johnston Co.",29.5,43.5
2020-03-31,"Bryson City",20.5,43.5
2020-03-31,"Castle Hayne",10,43
2020-03-31,"Clemmons Middle",25.5,46
2020-03-31,"Durham Armory",18,44
2020-03-31,"Frying Pan Mountain",NA,48
2020-03-31,"Garinger High School",18.6666666666667,44
2020-03-31,"Hattie Avenue",21,46
2020-03-31,"Leggett",14,42.5
2020-03-31,"Linville Falls",NA,41
2020-03-31,"Mendenhall School",19,45.5
2020-03-31,"Millbrook School",23.6666666666667,44
2020-03-31,"Pitt Agri. Center",14,42
2020-03-31,"West Johnston Co.",21.5,43
2020-04-01,"Bryson City",22.5,45.5
2020-04-01,"Castle Hayne",7,44
2020-04-01,"Clemmons Middle",28,46
2020-04-01,"Durham Armory",12,45.5
2020-04-01,"Frying Pan Mountain",NA,50
2020-04-01,"Garinger High School",21.3333333333333,46.5
2020-04-01,"Hattie Avenue",23.5,46.5
2020-04-01,"Leggett",25.5,45.5
2020-04-01,"Linville Falls",NA,45
2020-04-01,"Mendenhall School",19.5,48
2020-04-01,"Millbrook School",32.75,46
2020-04-01,"Pitt Agri. Center",22.5,46
2020-04-01,"West Johnston Co.",22.5,45.5
2020-04-02,"Bryson City",36.5,44.5
2020-04-02,"Castle Hayne",12.5,41
2020-04-02,"Clemmons Middle",37,49
2020-04-02,"Durham Armory",30.5,42
2020-04-02,"Frying Pan Mountain",32,61
2020-04-02,"Garinger High School",31.5,44
2020-04-02,"Hattie Avenue",27.75,46.5
2020-04-02,"Leggett",25.5,41
2020-04-02,"Linville Falls",25,48
2020-04-02,"Mendenhall School",29.5,48.5
2020-04-02,"Millbrook School",36.8,42
2020-04-02,"Pitt Agri. Center",27,41
2020-04-02,"West Johnston Co.",29,41.5
2020-04-03,"Bryson City",44.5,44.5
2020-04-03,"Castle Hayne",24,40
2020-04-03,"Clemmons Middle",56,51
2020-04-03,"Durham Armory",46,46
2020-04-03,"Frying Pan Mountain",NA,67
2020-04-03,"Garinger High School",39.3333333333333,51
2020-04-03,"Hattie Avenue",41,50.5
2020-04-03,"Leggett",32.5,44
2020-04-03,"Linville Falls",NA,48.5
2020-04-03,"Mendenhall School",30,52.5
2020-04-03,"Millbrook School",48.25,45.5
2020-04-03,"Pitt Agri. Center",36,42.5
2020-04-03,"West Johnston Co.",35,45.5
2020-04-04,"Bryson City",31.5,50.5
2020-04-04,"Castle Hayne",16.5,57
2020-04-04,"Clemmons Middle",48,58.5
2020-04-04,"Durham Armory",38,58
2020-04-04,"Frying Pan Mountain",NA,55.5
2020-04-04,"Garinger High School",31.3333333333333,54
2020-04-04,"Hattie Avenue",38.5,60.5
2020-04-04,"Leggett",33,52
2020-04-04,"Linville Falls",NA,59
2020-04-04,"Mendenhall School",32,61.5
2020-04-04,"Millbrook School",41.25,57.5
2020-04-04,"Pitt Agri. Center",30,54.5
2020-04-04,"West Johnston Co.",29,57.5
2020-04-05,"Bryson City",26.5,44
2020-04-05,"Castle Hayne",7.5,47
2020-04-05,"Clemmons Middle",34,43.5
2020-04-05,"Durham Armory",27,41.5
2020-04-05,"Frying Pan Mountain",15,47.5
2020-04-05,"Garinger High School",21.5,41
2020-04-05,"Hattie Avenue",22.6666666666667,44
2020-04-05,"Leggett",29.5,38
2020-04-05,"Linville Falls",19,46
2020-04-05,"Mendenhall School",18.5,43
2020-04-05,"Millbrook School",32.4,42
2020-04-05,"Pitt Agri. Center",26.3333333333333,46
2020-04-05,"West Johnston Co.",27.5,43
2020-04-06,"Bryson City",30,37.5
2020-04-06,"Castle Hayne",8,48.5
2020-04-06,"Clemmons Middle",38.5,49
2020-04-06,"Durham Armory",36.5,44.5
2020-04-06,"Frying Pan Mountain",NA,52
2020-04-06,"Garinger High School",34.25,47
2020-04-06,"Hattie Avenue",36,50
2020-04-06,"Leggett",24.5,46.5
2020-04-06,"Linville Falls",NA,48.5
2020-04-06,"Mendenhall School",31.5,56.5
2020-04-06,"Millbrook School",39,46
2020-04-06,"Pitt Agri. Center",25,47.5
2020-04-06,"West Johnston Co.",43.5,51
2020-04-07,"Bryson City",24,36.5
2020-04-07,"Castle Hayne",11.5,40.5
2020-04-07,"Clemmons Middle",44,37
2020-04-07,"Durham Armory",41.5,38.5
2020-04-07,"Frying Pan Mountain",NA,43
2020-04-07,"Garinger High School",44,35
2020-04-07,"Hattie Avenue",39,39
2020-04-07,"Leggett",20,38
2020-04-07,"Linville Falls",NA,39.5
2020-04-07,"Mendenhall School",31.5,40
2020-04-07,"Millbrook School",44.25,38.5
2020-04-07,"Pitt Agri. Center",20.5,42
2020-04-07,"West Johnston Co.",32,38
2020-04-08,"Bryson City",16,32
2020-04-08,"Castle Hayne",8.5,37.5
2020-04-08,"Clemmons Middle",36,38
2020-04-08,"Durham Armory",27,36.5
2020-04-08,"Frying Pan Mountain",8,42.5
2020-04-08,"Garinger High School",25.5,37.5
2020-04-08,"Hattie Avenue",27,38
2020-04-08,"Leggett",21.5,37
2020-04-08,"Linville Falls",12,37.5
2020-04-08,"Mendenhall School",22.5,41
2020-04-08,"Millbrook School",30,39.5
2020-04-08,"Pitt Agri. Center",22,36
2020-04-08,"West Johnston Co.",27.5,40
2020-04-09,"Bryson City",16.5,37
2020-04-09,"Castle Hayne",10.5,34.5
