"Date","Site.Name","PM2.5","Ozone"
2020-04-09,"Clemmons Middle",20.3333333333333,43
2020-04-09,"Durham Armory",32.5,40.5
2020-04-09,"Frying Pan Mountain",NA,43
2020-04-09,"Garinger High School",29.25,33
2020-04-09,"Hattie Avenue",25,43.5
2020-04-09,"Leggett",22,35
2020-04-09,"Linville Falls",NA,42
2020-04-09,"Mendenhall School",22.5,45
2020-04-09,"Millbrook School",36,38.5
2020-04-09,"Pitt Agri. Center",26.6666666666667,31
2020-04-09,"West Johnston Co.",30,34
2020-04-10,"Bryson City",25,44.5
2020-04-10,"Castle Hayne",11.5,42.5
2020-04-10,"Clemmons Middle",33,51.5
2020-04-10,"Durham Armory",34.5,52.5
2020-04-10,"Frying Pan Mountain",NA,49.5
2020-04-10,"Garinger High School",28.3333333333333,57.5
2020-04-10,"Hattie Avenue",29,55
2020-04-10,"Leggett",26.5,50
2020-04-10,"Linville Falls",NA,47
2020-04-10,"Mendenhall School",22.5,58
2020-04-10,"Millbrook School",39.5,50.5
2020-04-10,"Pitt Agri. Center",25.5,50
2020-04-10,"West Johnston Co.",32.5,48.5
2020-04-11,"Bryson City",28,45
2020-04-11,"Castle Hayne",17.5,48.5
2020-04-11,"Clemmons Middle",40,48
2020-04-11,"Durham Armory",38.3333333333333,53
2020-04-11,"Frying Pan Mountain",16,52
2020-04-11,"Garinger High School",37,47
2020-04-11,"Hattie Avenue",33,48.5
2020-04-11,"Leggett",32.5,48
2020-04-11,"Linville Falls",19,49
2020-04-11,"Mendenhall School",36,52.5
2020-04-11,"Millbrook School",47.2,53.5
2020-04-11,"Pitt Agri. Center",34.6666666666667,50.5
2020-04-11,"West Johnston Co.",39,52
2020-04-12,"Bryson City",39,49
2020-04-12,"Castle Hayne",32,47.5
2020-04-12,"Clemmons Middle",50,49.5
2020-04-12,"Durham Armory",30.3333333333333,42.5
2020-04-12,"Frying Pan Mountain",NA,62.5
2020-04-12,"Garinger High School",31.5,43.5
2020-04-12,"Hattie Avenue",40,48
2020-04-12,"Leggett",32.5,49
2020-04-12,"Linville Falls",NA,51.5
2020-04-12,"Mendenhall School",37,46.5
2020-04-12,"Millbrook School",41.6,46
2020-04-12,"Pitt Agri. Center",33.3333333333333,48
2020-04-12,"West Johnston Co.",38.5,46.5
2020-04-13,"Bryson City",50,50.5
2020-04-13,"Castle Hayne",10,39
2020-04-13,"Clemmons Middle",47.5,59.5
2020-04-13,"Durham Armory",30,36.5
2020-04-13,"Frying Pan Mountain",NA,57
2020-04-13,"Garinger High School",31,43
2020-04-13,"Hattie Avenue",41,60
2020-04-13,"Leggett",25,40.5
2020-04-13,"Linville Falls",NA,84
2020-04-13,"Mendenhall School",35.5,52
2020-04-13,"Millbrook School",40.25,39.5
2020-04-13,"Pitt Agri. Center",27.5,40
2020-04-13,"West Johnston Co.",33.5,39
2020-04-14,"Bryson City",38.5,43
2020-04-14,"Castle Hayne",12,36
2020-04-14,"Clemmons Middle",46.5,42
2020-04-14,"Durham Armory",32,37.5
2020-04-14,"Frying Pan Mountain",29,44.5
2020-04-14,"Garinger High School",31.5,40
2020-04-14,"Hattie Avenue",38,40.5
2020-04-14,"Leggett",27,37.5
2020-04-14,"Linville Falls",32,44
2020-04-14,"Mendenhall School",33.5,42
2020-04-14,"Millbrook School",45,39
2020-04-14,"Pitt Agri. Center",27.3333333333333,38
2020-04-14,"West Johnston Co.",31,38.5
2020-04-15,"Bryson City",22,41
2020-04-15,"Castle Hayne",14,39
2020-04-15,"Clemmons Middle",20.6666666666667,41
2020-04-15,"Durham Armory",17.3333333333333,40
2020-04-15,"Frying Pan Mountain",NA,53
2020-04-15,"Garinger High School",17.25,40.5
2020-04-15,"Hattie Avenue",18.75,41
2020-04-15,"Leggett",20,41.5
2020-04-15,"Linville Falls",NA,44
2020-04-15,"Mendenhall School",16.5,41.5
2020-04-15,"Millbrook School",25.6,40.5
2020-04-15,"Pitt Agri. Center",20,40.5
2020-04-15,"West Johnston Co.",20.5,41
2020-04-16,"Bryson City",17.5,43.5
2020-04-16,"Castle Hayne",3.5,41
2020-04-16,"Clemmons Middle",15,45
2020-04-16,"Durham Armory",16,40.5
2020-04-16,"Frying Pan Mountain",NA,53.5
2020-04-16,"Garinger High School",16.6666666666667,47
2020-04-16,"Hattie Avenue",11.5,46.5
2020-04-16,"Leggett",12.5,41
2020-04-16,"Linville Falls",NA,54
2020-04-16,"Mendenhall School",7,48
2020-04-16,"Millbrook School",21.5,41
2020-04-16,"Pitt Agri. Center",11.5,42.5
2020-04-16,"West Johnston Co.",16.5,41
2020-04-17,"Bryson City",26.5,52.5
2020-04-17,"Castle Hayne",14.5,53.5
2020-04-17,"Clemmons Middle",34,56.5
2020-04-17,"Durham Armory",24,54.5
2020-04-17,"Frying Pan Mountain",16,80
2020-04-17,"Garinger High School",29.5,56.5
2020-04-17,"Hattie Avenue",24.3333333333333,61.5
2020-04-17,"Leggett",22.5,51.5
2020-04-17,"Linville Falls",15,64
2020-04-17,"Mendenhall School",26.5,67
2020-04-17,"Millbrook School",32.2,55
2020-04-17,"Pitt Agri. Center",24,59
2020-04-17,"West Johnston Co.",36,50.5
2020-04-18,"Bryson City",37.5,52.5
2020-04-18,"Castle Hayne",25.5,58
2020-04-18,"Clemmons Middle",40,64
2020-04-18,"Durham Armory",38.3333333333333,52.5
2020-04-18,"Frying Pan Mountain",NA,57.5
2020-04-18,"Garinger High School",33.75,58
2020-04-18,"Hattie Avenue",33,64.5
2020-04-18,"Leggett",33.5,56
2020-04-18,"Linville Falls",NA,63.5
2020-04-18,"Mendenhall School",34.5,67
2020-04-18,"Millbrook School",49.2,54.5
2020-04-18,"Pitt Agri. Center",32.3333333333333,57.5
2020-04-18,"West Johnston Co.",43.5,59.5
2020-04-19,"Bryson City",22.5,39.5
2020-04-19,"Castle Hayne",40,56.5
2020-04-19,"Clemmons Middle",37,40.5
2020-04-19,"Durham Armory",20.5,40.5
2020-04-19,"Frying Pan Mountain",NA,44
2020-04-19,"Garinger High School",29.3333333333333,40.5
2020-04-19,"Hattie Avenue",30.5,40
2020-04-19,"Leggett",24.5,42
2020-04-19,"Linville Falls",NA,41.5
2020-04-19,"Mendenhall School",25,41.5
2020-04-19,"Millbrook School",33.75,42.5
2020-04-19,"Pitt Agri. Center",25.5,44
2020-04-19,"West Johnston Co.",28.5,42.5
2020-04-20,"Bryson City",12.5,40.5
2020-04-20,"Castle Hayne",5,47.5
2020-04-20,"Clemmons Middle",17,47.5
2020-04-20,"Durham Armory",19,44
2020-04-20,"Frying Pan Mountain",11,52.5
2020-04-20,"Garinger High School",20.5,47.5
2020-04-20,"Hattie Avenue",16.75,49
2020-04-20,"Leggett",14,39
2020-04-20,"Linville Falls",11,45
2020-04-20,"Mendenhall School",12.5,34
2020-04-20,"Millbrook School",24.4,48.5
2020-04-20,"Pitt Agri. Center",16,48
2020-04-20,"West Johnston Co.",20,49
2020-04-21,"Bryson City",23.5,58
2020-04-21,"Castle Hayne",6,51.5
2020-04-21,"Clemmons Middle",17,58
2020-04-21,"Durham Armory",20.6666666666667,51.5
2020-04-21,"Frying Pan Mountain",NA,66.5
2020-04-21,"Garinger High School",29.6666666666667,53
2020-04-21,"Hattie Avenue",15,59
2020-04-21,"Leggett",14,47
2020-04-21,"Linville Falls",NA,54
2020-04-21,"Mendenhall School",18.5,31
2020-04-21,"Millbrook School",29,51
2020-04-21,"Pitt Agri. Center",17,52
2020-04-21,"West Johnston Co.",29.5,46
2020-04-22,"Bryson City",27,42
2020-04-22,"Castle Hayne",6,52
2020-04-22,"Clemmons Middle",29,49
2020-04-22,"Durham Armory",26.5,50
2020-04-22,"Frying Pan Mountain",NA,47.5
2020-04-22,"Garinger High School",26.3333333333333,48.5
2020-04-22,"Hattie Avenue",24.5,53
2020-04-22,"Leggett",13.5,48
2020-04-22,"Linville Falls",NA,46
2020-04-22,"Mendenhall School",20.5,42
2020-04-22,"Millbrook School",30,50.5
2020-04-22,"Pitt Agri. Center",20,52
2020-04-22,"West Johnston Co.",23.5,52
2020-04-23,"Bryson City",21,44
2020-04-23,"Castle Hayne",8.5,48
2020-04-23,"Clemmons Middle",30,44.5
2020-04-23,"Durham Armory",23.3333333333333,45.5
2020-04-23,"Frying Pan Mountain",1,47.5
2020-04-23,"Garinger High School",25.25,43.5
2020-04-23,"Hattie Avenue",22,46
2020-04-23,"Leggett",20,52
2020-04-23,"Linville Falls",7,46
2020-04-23,"Mendenhall School",24.5,53.5
2020-04-23,"Millbrook School",33.8,49
2020-04-23,"Pitt Agri. Center",24.3333333333333,56
2020-04-23,"West Johnston Co.",28,51
2020-04-24,"Bryson City",22,39
2020-04-24,"Castle Hayne",11,57.5
2020-04-24,"Clemmons Middle",30.5,44.5
2020-04-24,"Durham Armory",37.6666666666667,50
2020-04-24,"Frying Pan Mountain",NA,47
2020-04-24,"Garinger High School",33,42
2020-04-24,"Hattie Avenue",23.5,47.5
2020-04-24,"Leggett",26,46.5
2020-04-24,"Linville Falls",NA,42
2020-04-24,"Mendenhall School",20,48
2020-04-24,"Millbrook School",35.4,49
2020-04-24,"Pitt Agri. Center",28.5,53.5
2020-04-24,"West Johnston Co.",36,45.5
2020-04-25,"Bryson City",22,39.5
2020-04-25,"Castle Hayne",33,54
2020-04-25,"Clemmons Middle",39,40.5
2020-04-25,"Durham Armory",35,38.5
2020-04-25,"Frying Pan Mountain",NA,45.5
2020-04-25,"Garinger High School",40.3333333333333,41.5
2020-04-25,"Hattie Avenue",49,41
2020-04-25,"Leggett",43,52.5
2020-04-25,"Linville Falls",NA,42
2020-04-25,"Mendenhall School",29,44
2020-04-25,"Millbrook School",49.25,44
2020-04-25,"Pitt Agri. Center",41.5,53.5
2020-04-25,"West Johnston Co.",43.5,39.5
2020-04-26,"Bryson City",17.5,39.5
2020-04-26,"Castle Hayne",16.5,46.5
2020-04-26,"Clemmons Middle",33.5,43.5
2020-04-26,"Durham Armory",24,42
2020-04-26,"Frying Pan Mountain",3,62.5
2020-04-26,"Garinger High School",31,41.5
2020-04-26,"Hattie Avenue",26,44.5
2020-04-26,"Leggett",29,41
2020-04-26,"Linville Falls",9,44.5
2020-04-26,"Mendenhall School",22.5,44.5
2020-04-26,"Millbrook School",29.8,44
2020-04-26,"Pitt Agri. Center",25,43
2020-04-26,"West Johnston Co.",26.5,42.5
2020-04-27,"Bryson City",23.5,56
2020-04-27,"Castle Hayne",19,54.5
2020-04-27,"Clemmons Middle",28.5,46.5
2020-04-27,"Durham Armory",19,48
2020-04-27,"Frying Pan Mountain",NA,65.5
2020-04-27,"Garinger High School",28,48.5
2020-04-27,"Hattie Avenue",23.5,47
2020-04-27,"Leggett",25.5,49
2020-04-27,"Linville Falls",NA,51
2020-04-27,"Mendenhall School",20.5,51.5
2020-04-27,"Millbrook School",28.6,48.5
2020-04-27,"Pitt Agri. Center",24.6666666666667,51
2020-04-27,"West Johnston Co.",33,47
2020-04-28,"Bryson City",33,61
2020-04-28,"Castle Hayne",20,55.5
2020-04-28,"Clemmons Middle",42.5,57.5
2020-04-28,"Durham Armory",39,59.5
2020-04-28,"Frying Pan Mountain",NA,65.5
2020-04-28,"Garinger High School",40,59.5
2020-04-28,"Hattie Avenue",39,54.5
2020-04-28,"Leggett",40,53
2020-04-28,"Linville Falls",NA,59
2020-04-28,"Mendenhall School",35.5,62.5
2020-04-28,"Millbrook School",48,56.5
2020-04-28,"Pitt Agri. Center",37,56
2020-04-28,"West Johnston Co.",52,52.5
2020-04-29,"Bryson City",31.5,49
2020-04-29,"Castle Hayne",22,44
2020-04-29,"Clemmons Middle",34.5,40
2020-04-29,"Durham Armory",26.6666666666667,39.5
2020-04-29,"Frying Pan Mountain",12,51
2020-04-29,"Garinger High School",37,41.5
2020-04-29,"Hattie Avenue",36,41
2020-04-29,"Leggett",23.5,33
2020-04-29,"Linville Falls",11,43.5
2020-04-29,"Mendenhall School",20.5,40
2020-04-29,"Millbrook School",31.6,40.5
2020-04-29,"Pitt Agri. Center",29,40
2020-04-29,"West Johnston Co.",32.5,42
2020-04-30,"Bryson City",35.5,47.5
2020-04-30,"Castle Hayne",14,48
2020-04-30,"Clemmons Middle",46.5,62.5
2020-04-30,"Durham Armory",37.5,49.5
2020-04-30,"Frying Pan Mountain",NA,54
2020-04-30,"Garinger High School",44.5,54
2020-04-30,"Hattie Avenue",56,64
2020-04-30,"Leggett",28,49.5
2020-04-30,"Linville Falls",NA,54
2020-04-30,"Mendenhall School",36,69
2020-04-30,"Millbrook School",44.4,52.5
2020-04-30,"Pitt Agri. Center",32.6666666666667,54.5
2020-04-30,"West Johnston Co.",44,49
2020-05-01,"Bryson City",35,54.5
2020-05-01,"Castle Hayne",9,49.5
2020-05-01,"Clemmons Middle",58,57.5
2020-05-01,"Durham Armory",46.5,52
2020-05-01,"Frying Pan Mountain",NA,69.5
2020-05-01,"Garinger High School",38.6666666666667,48.5
2020-05-01,"Hattie Avenue",45.5,58.5
2020-05-01,"Leggett",32,60.5
2020-05-01,"Linville Falls",NA,61
2020-05-01,"Mendenhall School",36,59.5
2020-05-01,"Millbrook School",43.75,56
2020-05-01,"Pitt Agri. Center",33.5,60.5
2020-05-01,"West Johnston Co.",39,53
2020-05-02,"Bryson City",39.5,44
2020-05-02,"Castle Hayne",11,52.5
2020-05-02,"Clemmons Middle",51,67.5
2020-05-02,"Durham Armory",37.3333333333333,56.5
2020-05-02,"Frying Pan Mountain",35,41
2020-05-02,"Garinger High School",35,54
2020-05-02,"Hattie Avenue",44.5,68
2020-05-02,"Leggett",38.5,59
2020-05-02,"Linville Falls",30,61.5
2020-05-02,"Mendenhall School",37.5,74.5
2020-05-02,"Millbrook School",46.6,58
2020-05-02,"Pitt Agri. Center",35.3333333333333,65.5
2020-05-02,"West Johnston Co.",40,55
2020-05-03,"Bryson City",40.5,37.5
2020-05-03,"Castle Hayne",8.5,34
2020-05-03,"Clemmons Middle",44,55
2020-05-03,"Durham Armory",34.5,41
2020-05-03,"Frying Pan Mountain",NA,47
2020-05-03,"Garinger High School",26.5,40
2020-05-03,"Hattie Avenue",42,55.5
2020-05-03,"Leggett",29.5,46
2020-05-03,"Linville Falls",NA,58.5
2020-05-03,"Mendenhall School",35.5,62
2020-05-03,"Millbrook School",41.25,41
2020-05-03,"Pitt Agri. Center",26,42
2020-05-03,"West Johnston Co.",35,38
2020-05-04,"Bryson City",37.5,33.5
2020-05-04,"Castle Hayne",6.5,38.5
2020-05-04,"Clemmons Middle",41,55
2020-05-04,"Durham Armory",29.5,42.5
2020-05-04,"Frying Pan Mountain",NA,48
2020-05-04,"Garinger High School",32,40
2020-05-04,"Hattie Avenue",46.5,55.5
2020-05-04,"Leggett",27,43.5
2020-05-04,"Linville Falls",NA,43.5
2020-05-04,"Mendenhall School",34.5,68.5
2020-05-04,"Millbrook School",37.3333333333333,43.5
2020-05-04,"Pitt Agri. Center",25,44
2020-05-04,"West Johnston Co.",32,41
2020-05-05,"Bryson City",34.5,32.5
2020-05-05,"Castle Hayne",15,36.5
2020-05-05,"Clemmons Middle",21,35.5
2020-05-05,"Durham Armory",35.6666666666667,35.5
2020-05-05,"Frying Pan Mountain",40,43
2020-05-05,"Garinger High School",30.75,33
2020-05-05,"Hattie Avenue",46,36.5
2020-05-05,"Leggett",26,37
2020-05-05,"Linville Falls",42,38
2020-05-05,"Mendenhall School",32.5,35
2020-05-05,"Millbrook School",35,37.5
2020-05-05,"Pitt Agri. Center",26.3333333333333,39.5
2020-05-05,"West Johnston Co.",29,36.5
2020-05-06,"Bryson City",19.5,46
2020-05-06,"Castle Hayne",1.5,31
2020-05-06,"Clemmons Middle",24,42.5
2020-05-06,"Durham Armory",19.5,35.5
2020-05-06,"Frying Pan Mountain",NA,48.5
2020-05-06,"Garinger High School",23,45
2020-05-06,"Hattie Avenue",31,43.5
2020-05-06,"Leggett",18.5,34
2020-05-06,"Linville Falls",NA,45.5
2020-05-06,"Mendenhall School",24.5,40
2020-05-06,"Millbrook School",28,39
2020-05-06,"Pitt Agri. Center",16.5,36
2020-05-06,"West Johnston Co.",23.5,35.5
2020-05-07,"Bryson City",29.5,42
2020-05-07,"Castle Hayne",11.5,39
2020-05-07,"Clemmons Middle",35,48.5
2020-05-07,"Durham Armory",26.5,45.5
2020-05-07,"Frying Pan Mountain",NA,54
2020-05-07,"Garinger High School",27.3333333333333,57
2020-05-07,"Hattie Avenue",31.5,49.5
2020-05-07,"Leggett",33,40
2020-05-07,"Linville Falls",NA,48.5
2020-05-07,"Mendenhall School",24.5,46
2020-05-07,"Millbrook School",37.6666666666667,45
2020-05-07,"Pitt Agri. Center",44,43
2020-05-07,"West Johnston Co.",30,44
2020-05-08,"Bryson City",29,46
2020-05-08,"Castle Hayne",11,39.5
2020-05-08,"Clemmons Middle",39,57.5
2020-05-08,"Durham Armory",31.3333333333333,45
2020-05-08,"Frying Pan Mountain",14,48.5
2020-05-08,"Garinger High School",29.5,56.5
2020-05-08,"Hattie Avenue",34.75,58.5
2020-05-08,"Leggett",19.5,42.5
2020-05-08,"Linville Falls",20,47.5
2020-05-08,"Mendenhall School",34,49
2020-05-08,"Millbrook School",35.6666666666667,45
2020-05-08,"Pitt Agri. Center",20,44
2020-05-08,"West Johnston Co.",26,44.5
2020-05-09,"Bryson City",32,42
2020-05-09,"Castle Hayne",4,37
2020-05-09,"Clemmons Middle",29,53.5
2020-05-09,"Durham Armory",19,51.5
2020-05-09,"Frying Pan Mountain",NA,62
2020-05-09,"Garinger High School",24,64
2020-05-09,"Hattie Avenue",35.3333333333333,61.5
2020-05-09,"Leggett",15,35.5
2020-05-09,"Linville Falls",NA,55.5
2020-05-09,"Mendenhall School",22,65.5
2020-05-09,"Millbrook School",31.5,52
2020-05-09,"Pitt Agri. Center",16,35.5
2020-05-09,"West Johnston Co.",25,46
2020-05-10,"Bryson City",36.5,40.5
2020-05-10,"Castle Hayne",10.5,45
2020-05-10,"Clemmons Middle",41,51.5
2020-05-10,"Durham Armory",30,44
2020-05-10,"Frying Pan Mountain",NA,52.5
2020-05-10,"Garinger High School",30.3333333333333,40.5
2020-05-10,"Hattie Avenue",45.5,49
2020-05-10,"Leggett",30,55
2020-05-10,"Linville Falls",NA,46.5
2020-05-10,"Mendenhall School",18,57.5
2020-05-10,"Millbrook School",41.25,50
2020-05-10,"Pitt Agri. Center",28.5,54
2020-05-10,"West Johnston Co.",45.5,50
2020-05-11,"Bryson City",29,34.5
2020-05-11,"Castle Hayne",14,53
2020-05-11,"Clemmons Middle",37.3333333333333,44.5
2020-05-11,"Durham Armory",36.6666666666667,51.5
2020-05-11,"Frying Pan Mountain",32,56.5
2020-05-11,"Garinger High School",33.25,66.5
2020-05-11,"Hattie Avenue",43.6666666666667,41.5
2020-05-11,"Leggett",37.5,54
2020-05-11,"Linville Falls",35,54
2020-05-11,"Mendenhall School",25,52.5
2020-05-11,"Millbrook School",47,59
2020-05-11,"Pitt Agri. Center",36,54.5
2020-05-11,"West Johnston Co.",49,51
2020-05-12,"Bryson City",29.5,40
2020-05-12,"Castle Hayne",17.5,52
2020-05-12,"Clemmons Middle",39.5,55
2020-05-12,"Durham Armory",33,55
2020-05-12,"Frying Pan Mountain",NA,50
2020-05-12,"Garinger High School",28,64.5
2020-05-12,"Hattie Avenue",32.6666666666667,58.5
2020-05-12,"Leggett",37.5,57.5
2020-05-12,"Linville Falls",NA,48
2020-05-12,"Mendenhall School",35,66
2020-05-12,"Millbrook School",46.25,55.5
2020-05-12,"Pitt Agri. Center",36,60
2020-05-12,"West Johnston Co.",40,41
2020-05-13,"Bryson City",32,41
2020-05-13,"Castle Hayne",10.5,41
2020-05-13,"Clemmons Middle",40,49.5
2020-05-13,"Durham Armory",36.5,42.5
2020-05-13,"Frying Pan Mountain",NA,50.5
2020-05-13,"Garinger High School",30.3333333333333,71.5
2020-05-13,"Hattie Avenue",39,50
2020-05-13,"Leggett",38,24
2020-05-13,"Linville Falls",NA,47
2020-05-13,"Mendenhall School",33.5,59
2020-05-13,"Millbrook School",46.25,47.5
2020-05-13,"Pitt Agri. Center",57,55.5
2020-05-13,"West Johnston Co.",40,45
2020-05-14,"Bryson City",36,42.5
2020-05-14,"Castle Hayne",0,36
2020-05-14,"Clemmons Middle",42,51.5
2020-05-14,"Durham Armory",40.6666666666667,39
2020-05-14,"Frying Pan Mountain",50,50
2020-05-14,"Garinger High School",36.5,72.5
2020-05-14,"Hattie Avenue",49.25,59
2020-05-14,"Leggett",31.5,36
2020-05-14,"Linville Falls",49,46
2020-05-14,"Mendenhall School",34,64
2020-05-14,"Millbrook School",41.6,59
2020-05-14,"Pitt Agri. Center",37,51.5
2020-05-14,"West Johnston Co.",29.5,49.5
2020-05-15,"Bryson City",39.5,32.5
2020-05-15,"Castle Hayne",7,33
2020-05-15,"Clemmons Middle",27.6666666666667,40
2020-05-15,"Durham Armory",23,35
2020-05-15,"Frying Pan Mountain",NA,44
2020-05-15,"Garinger High School",25.75,34.5
2020-05-15,"Hattie Avenue",26.3333333333333,42
2020-05-15,"Leggett",21.5,35
2020-05-15,"Linville Falls",NA,39.5
2020-05-15,"Mendenhall School",24.5,39
2020-05-15,"Millbrook School",28.75,36
2020-05-15,"Pitt Agri. Center",21.5,35
2020-05-15,"West Johnston Co.",31,35
2020-05-16,"Bryson City",27.5,36
2020-05-16,"Castle Hayne",5.5,42.5
2020-05-16,"Clemmons Middle",29,40.5
2020-05-16,"Durham Armory",25.5,45.5
2020-05-16,"Frying Pan Mountain",NA,54
2020-05-16,"Garinger High School",30.6666666666667,44.5
2020-05-16,"Hattie Avenue",29,51
2020-05-16,"Leggett",27.5,38.5
2020-05-16,"Linville Falls",NA,36.5
2020-05-16,"Mendenhall School",25,48.5
2020-05-16,"Millbrook School",34.25,46
2020-05-16,"Pitt Agri. Center",24,49.5
2020-05-16,"West Johnston Co.",36,42
2020-05-17,"Bryson City",32,33
2020-05-17,"Castle Hayne",21.5,43
2020-05-17,"Clemmons Middle",38.5,40.5
2020-05-17,"Durham Armory",27.6666666666667,45.5
2020-05-17,"Frying Pan Mountain",7,58
2020-05-17,"Garinger High School",33,52.5
2020-05-17,"Hattie Avenue",37.5,38.5
2020-05-17,"Leggett",29,54
2020-05-17,"Linville Falls",11,36.5
2020-05-17,"Mendenhall School",33,46
2020-05-17,"Millbrook School",34.6,45.5
2020-05-17,"Pitt Agri. Center",12.5,47.5
2020-05-17,"West Johnston Co.",39,37
2020-05-18,"Bryson City",38,37.5
2020-05-18,"Castle Hayne",20,40.5
2020-05-18,"Clemmons Middle",40.5,38
2020-05-18,"Durham Armory",31.5,46
2020-05-18,"Frying Pan Mountain",NA,49
2020-05-18,"Garinger High School",40.25,44.5
2020-05-18,"Hattie Avenue",38.3333333333333,43
2020-05-18,"Leggett",31.5,44
2020-05-18,"Linville Falls",NA,43
2020-05-18,"Mendenhall School",30.5,52
2020-05-18,"Millbrook School",37.75,54
2020-05-18,"Pitt Agri. Center",40.3333333333333,45
2020-05-18,"West Johnston Co.",38,53
2020-05-19,"Bryson City",44.5,43
2020-05-19,"Castle Hayne",17,29
2020-05-19,"Clemmons Middle",42,40
2020-05-19,"Durham Armory",29,35
2020-05-19,"Frying Pan Mountain",NA,48
2020-05-19,"Garinger High School",39.6666666666667,42.5
2020-05-19,"Hattie Avenue",39,41.5
2020-05-19,"Leggett",31,39
2020-05-19,"Linville Falls",NA,41.5
2020-05-19,"Mendenhall School",32.5,37
2020-05-19,"Millbrook School",35.5,36.5
2020-05-19,"Pitt Agri. Center",30.5,38
2020-05-19,"West Johnston Co.",26,34
2020-05-20,"Bryson City",40.5,38.5
2020-05-20,"Castle Hayne",1.5,32.5
2020-05-20,"Clemmons Middle",41,43
2020-05-20,"Durham Armory",27,37.5
2020-05-20,"Frying Pan Mountain",28,49.5
2020-05-20,"Garinger High School",33,42.5
2020-05-20,"Hattie Avenue",36,44.5
2020-05-20,"Leggett",33.5,44
2020-05-20,"Linville Falls",22,40.5
2020-05-20,"Mendenhall School",36,47
2020-05-20,"Millbrook School",39.6,37.5
2020-05-20,"Pitt Agri. Center",24,37
2020-05-20,"West Johnston Co.",42.5,34
2020-05-21,"Bryson City",26.5,36.5
2020-05-21,"Castle Hayne",23,44
2020-05-21,"Clemmons Middle",34.6666666666667,50
2020-05-21,"Durham Armory",30,42.5
2020-05-21,"Frying Pan Mountain",NA,67
2020-05-21,"Garinger High School",33.5,57
2020-05-21,"Hattie Avenue",32,59
2020-05-21,"Leggett",35.5,44.5
2020-05-21,"Linville Falls",NA,43.5
2020-05-21,"Mendenhall School",29,50.5
2020-05-21,"Millbrook School",36.25,47
2020-05-21,"Pitt Agri. Center",30.6666666666667,45
2020-05-21,"West Johnston Co.",32.5,51
2020-05-22,"Bryson City",32.5,35
2020-05-22,"Castle Hayne",15,47
2020-05-22,"Clemmons Middle",38.5,42
2020-05-22,"Durham Armory",31,37.5
2020-05-22,"Frying Pan Mountain",NA,38
2020-05-22,"Garinger High School",45,37.5
2020-05-22,"Hattie Avenue",36,43.5
2020-05-22,"Leggett",28,38.5
2020-05-22,"Linville Falls",NA,36
2020-05-22,"Mendenhall School",35,44.5
2020-05-22,"Millbrook School",37,38.5
2020-05-22,"Pitt Agri. Center",27,38
2020-05-22,"West Johnston Co.",27,38.5
2020-05-23,"Bryson City",33.5,37
2020-05-23,"Castle Hayne",6,37
2020-05-23,"Clemmons Middle",40,40.5
2020-05-23,"Durham Armory",32.3333333333333,40
2020-05-23,"Frying Pan Mountain",18,45.5
2020-05-23,"Garinger High School",30.25,37.5
2020-05-23,"Hattie Avenue",33,40
2020-05-23,"Leggett",36,39.5
2020-05-23,"Linville Falls",23,38.5
2020-05-23,"Mendenhall School",38,44
2020-05-23,"Millbrook School",26.8,39.5
2020-05-23,"Pitt Agri. Center",28.5,41
2020-05-23,"West Johnston Co.",42,35.5
2020-05-24,"Bryson City",33,39
2020-05-24,"Castle Hayne",22,45
2020-05-24,"Clemmons Middle",45,43.5
2020-05-24,"Durham Armory",45.3333333333333,43
2020-05-24,"Frying Pan Mountain",NA,43.5
2020-05-24,"Garinger High School",47.75,43.5
2020-05-24,"Hattie Avenue",44,42.5
2020-05-24,"Leggett",40.5,44.5
2020-05-24,"Linville Falls",NA,40.5
2020-05-24,"Mendenhall School",29,42.5
2020-05-24,"Millbrook School",38.2,47
2020-05-24,"Pitt Agri. Center",38,49
2020-05-24,"West Johnston Co.",43,48
2020-05-25,"Bryson City",15,33
2020-05-25,"Castle Hayne",15,53
2020-05-25,"Clemmons Middle",47.5,37.5
2020-05-25,"Durham Armory",41.5,63.5
2020-05-25,"Frying Pan Mountain",NA,36.5
2020-05-25,"Garinger High School",46.6666666666667,42.5
2020-05-25,"Hattie Avenue",44,40
2020-05-25,"Leggett",34.5,53
2020-05-25,"Linville Falls",NA,37
2020-05-25,"Mendenhall School",31,41.5
2020-05-25,"Millbrook School",42.5,61
2020-05-25,"Pitt Agri. Center",30.5,53
2020-05-25,"West Johnston Co.",41,56
2020-05-26,"Bryson City",10,36
2020-05-26,"Castle Hayne",45,31.5
2020-05-26,"Clemmons Middle",36.5,34
2020-05-26,"Durham Armory",34.3333333333333,34
2020-05-26,"Frying Pan Mountain",7,40
2020-05-26,"Garinger High School",40.5,36
2020-05-26,"Hattie Avenue",28.25,35.5
2020-05-26,"Leggett",35,34.5
2020-05-26,"Linville Falls",9,33
2020-05-26,"Mendenhall School",23,36
2020-05-26,"Millbrook School",37.4,35.5
2020-05-26,"Pitt Agri. Center",29.6666666666667,35
2020-05-26,"West Johnston Co.",40,35
2020-05-27,"Bryson City",NA,32.5
2020-05-27,"Castle Hayne",24,34.5
2020-05-27,"Clemmons Middle",35,31.5
2020-05-27,"Durham Armory",28.3333333333333,34.5
